provider,family,variant,paired_group_id,view_a,view_b,actual_class,prediction_a,prediction_b,correct_a,correct_b,evaluable_a,evaluable_b
deepseek,M07,AE,pair-061e56d65a0ef130,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M13,AE,pair-08f446ef55b5bd4c,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
moonshot,M10,TF,pair-0b2426b68879fa90,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M09,PD,pair-1018c42da59e0acc,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M03,AE,pair-1188ff6eb945bc80,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
deepseek,M17,PD,pair-14b5b82db3eb4004,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M19,TF,pair-17e8331c40103d0f,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M17,AE,pair-19e876084183e58b,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M13,PD,pair-1a28980e4188570b,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,AGENT_ERROR,AGENT_ERROR,0,0,1,1
deepseek,M18,PD,pair-1b1dcaf194cf1869,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M07,AE,pair-1cbe4a5f90d056d1,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M15,AE,pair-1f7dc0d3bcc265c8,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
deepseek,M02,TF,pair-221c2edeb2ca7931,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M02,AE,pair-2292d3f60d2c976d,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
moonshot,M10,AE,pair-229d47b4674440e2,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
dashscope,M17,AE,pair-23446a75b8b4d516,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M05,PD,pair-23a5a941af11beab,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M15,TF,pair-258ccd55f3073282,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M14,TF,pair-2a0c312b6823ed56,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,1,0,1,1
dashscope,M04,PD,pair-2b1bfb91db80f659,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M14,PD,pair-2b6a8db9ac140b1a,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M05,PD,pair-2be7a2cc5b67f510,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M03,TF,pair-2d4ef5a96e708272,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M07,TF,pair-302604b4e8dfd0af,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M12,AE,pair-3127181dd4efbebd,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
deepseek,M04,TF,pair-33699ea25b68aa5f,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M04,TF,pair-33a71381e5815e62,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M10,PD,pair-34cdee82e203e1cb,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M12,PD,pair-35ce37cad070ec1f,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M15,PD,pair-386ceb2e3182e262,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M18,TF,pair-38ff752f5357e3dd,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M02,PD,pair-39890440f11563e5,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M09,AE,pair-3b7d2cbbc1fca442,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M19,PD,pair-3bd95e45b962f575,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M12,PD,pair-3d2bddf68cfab716,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M18,AE,pair-3d392f245a175046,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M03,AE,pair-419354191c5c2e42,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
moonshot,M04,PD,pair-41acab2e9f9b8900,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M09,PD,pair-429e667625ff092e,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M10,TF,pair-460965e5c95f615c,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M04,AE,pair-494c7b496059f46b,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M10,AE,pair-4c1fd31ad94c5baa,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
dashscope,M17,TF,pair-4d936435af9e69d2,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M19,AE,pair-4df2862268547aea,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
dashscope,M18,AE,pair-4f5b678e4076c92f,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M15,PD,pair-4f66cfca2c0d80ee,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M07,AE,pair-51fa130b4cd7ed2c,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,AGENT_ERROR,0,1,1,1
dashscope,M13,TF,pair-521e34991447be33,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,AGENT_ERROR,AGENT_ERROR,0,0,1,1
dashscope,M12,TF,pair-5819aad000cc085b,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,AGENT_ERROR,AGENT_ERROR,0,0,1,1
deepseek,M05,TF,pair-59a1495e8c87319a,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M02,AE,pair-5d0a7a88a6bae4fb,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
moonshot,M20,PD,pair-5dc6274baee0e545,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M07,TF,pair-5e3f9295b5e8e9fc,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M12,TF,pair-5f5744f3f4d53e0d,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,TRANSIENT_FAILURE,AGENT_ERROR,1,0,1,1
moonshot,M19,AE,pair-607c3684616da40d,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,NOT_EVALUABLE,PERSISTENT_DRIFT,0,0,0,1
dashscope,M17,PD,pair-60daf9030c706de3,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M15,TF,pair-61604e2774ed65d3,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M07,PD,pair-62acb2fc08554b5c,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M08,PD,pair-62ad16ba1c2997ac,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M15,AE,pair-63f548bd5a4734f0,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
dashscope,M07,PD,pair-648a03053e2e0af9,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M08,TF,pair-6495304210ea3d80,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M02,TF,pair-681cd5e95115eab7,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,1,0,1,1
deepseek,M15,TF,pair-6888bfa8a359be2a,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M14,TF,pair-6f23b4684c537cf5,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M14,PD,pair-703d4b75956fafc5,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M13,AE,pair-718a67a8369966b0,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
deepseek,M03,TF,pair-72de4d4db55ab522,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M07,TF,pair-768fd41693641088,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,NOT_EVALUABLE,PERSISTENT_DRIFT,0,0,0,1
moonshot,M09,TF,pair-796b9d024156b5e1,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M08,AE,pair-7ecca0ef3a462170,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M15,AE,pair-82206e81a57d6856,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,AGENT_ERROR,0,1,1,1
deepseek,M20,AE,pair-82e1956fe442b7df,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M10,AE,pair-845fdcda31951513,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
deepseek,M12,PD,pair-8546929c69821d02,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,AGENT_ERROR,1,0,1,1
deepseek,M14,AE,pair-87e9db4652d5d91e,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
dashscope,M04,TF,pair-8963c9d46c1e6784,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M19,PD,pair-8977202c06374236,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M20,PD,pair-91841ae0fba409b5,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M20,TF,pair-94dffd4fb585283b,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M20,TF,pair-95c8049bbbf38cc2,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M13,TF,pair-964b5f2a4dcd472d,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,AGENT_ERROR,AGENT_ERROR,0,0,1,1
dashscope,M19,PD,pair-97560b03e306ff09,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M05,TF,pair-99259ea4a91011aa,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,1,0,1,1
dashscope,M13,PD,pair-9a4fe2d81af254c3,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,AGENT_ERROR,AGENT_ERROR,0,0,1,1
deepseek,M17,TF,pair-9c70e55b89e0c906,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M18,TF,pair-9d2aad93b46359a5,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M03,AE,pair-9f46f77dca65bf8d,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
moonshot,M03,PD,pair-a202b4bf11316102,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M19,TF,pair-a29fa6629a8237c6,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M12,AE,pair-a3ee7aa0d8e8c77d,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
dashscope,M05,PD,pair-a541e5e5ddb84239,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M02,PD,pair-a5eef7714f410b9b,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M13,AE,pair-a8b6fd3c6a199aae,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
dashscope,M09,AE,pair-aabfd9366635ebbd,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
deepseek,M08,AE,pair-ab04b8c7844f1566,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M20,AE,pair-af132ed24b0c7441,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M13,PD,pair-afea9cc72e5e0854,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M12,TF,pair-b0bb249429636e19,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M04,AE,pair-b27e0e05004d8390,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
dashscope,M02,AE,pair-b318c451a213f38b,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
moonshot,M05,AE,pair-b76fafc0123d80f8,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M19,AE,pair-b924ee1ccf635fd5,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,PERSISTENT_DRIFT,1,0,1,1
dashscope,M05,AE,pair-bc00f2dcc86e58fa,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
dashscope,M08,PD,pair-bd1c190761cc2d40,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M14,PD,pair-bf94d74acc52b080,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M08,AE,pair-c552bea3dc5e754a,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M18,PD,pair-c848865d268fc919,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M05,AE,pair-cbeb7f32237b44ef,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M09,TF,pair-cc2f9b71addf923b,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M09,AE,pair-cd7a38fb99334cd7,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M17,AE,pair-cf1d8b60774fb45e,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M12,AE,pair-cf239b792dddafdb,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
dashscope,M20,TF,pair-cf828b28b1e184ad,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M14,TF,pair-d0393f8aeee4aa86,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,AGENT_ERROR,AGENT_ERROR,0,0,1,1
moonshot,M13,TF,pair-d8786c4661a9db95,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M10,PD,pair-d8dcdf830624aa22,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M19,TF,pair-d9dc47759de43355,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M05,TF,pair-dc24eda82923561e,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M02,PD,pair-dc36edd7db846726,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M10,PD,pair-dee992314e7ffdc7,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M09,PD,pair-dfe81b4ab99d6331,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M02,TF,pair-e200981236b2fb66,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M14,AE,pair-e244217a35958a4d,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,NOT_EVALUABLE,1,0,1,0
deepseek,M04,PD,pair-e7a9087b656f3420,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M17,TF,pair-e8319dfc2ff8b259,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M20,AE,pair-eb2e4c3080899fe6,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
moonshot,M07,PD,pair-ed6bc9ec2b859dd7,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M03,PD,pair-edf835946079d657,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M18,PD,pair-ee53064baa87515d,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M03,TF,pair-ef76f60e29ac9cf1,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M20,PD,pair-efd0766050ede3c4,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M15,PD,pair-f2190d4a496e4544,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M03,PD,pair-f3063d04ffe7f491,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
moonshot,M17,PD,pair-f39e737954060580,FULL_EVIDENCE,FIRST_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
dashscope,M09,TF,pair-f58fcebead2fa2ac,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,1,0,1,1
deepseek,M08,TF,pair-f7cfc45eec8e971e,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M08,TF,pair-f7d267f2ca156cf9,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,1,0,1,1
dashscope,M04,AE,pair-f87a2ef8d05f07b4,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M10,TF,pair-fbe81c1d49a41e46,FULL_EVIDENCE,FIRST_FAILURE,TRANSIENT_FAILURE,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
deepseek,M18,AE,pair-fe0fba8f2e201d81,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
dashscope,M14,AE,pair-fe1946af4ccb6f3b,FULL_EVIDENCE,FIRST_FAILURE,AGENT_ERROR,AGENT_ERROR,AGENT_ERROR,1,1,1,1
deepseek,M18,TF,pair-003e6989ef8b8178,FULL_EVIDENCE,RETRY_HISTORY,TRANSIENT_FAILURE,PERSISTENT_DRIFT,TRANSIENT_FAILURE,0,1,1,1
moonshot,M08,PD,pair-0584d3b277bf29e1,FULL_EVIDENCE,RETRY_HISTORY,PERSISTENT_DRIFT,PERSISTENT_DRIFT,PERSISTENT_DRIFT,1,1,1,1
deepseek,M07,AE,pair-061e56d65a0ef130,FULL_EVIDENCE,RETRY_HISTORY,AGENT_ERROR,PERSISTENT_DRIFT,PERSISTENT_DRIFT,0,0,1,1
